Norm,Art,Ap,Sub,Nº,Descripció,Imp. mín.,Imp. màx.,Import,Bo,Ex,Punts,Esp.,Seq.
RGC,84,1,,4,AVANÇAR A VARIS VEHICLES DE FORMA QUE EN PRESENTAR-SE UN VEHICLE EN SENTIT CONTRARI EL VEHICLE QUE AVANÇA NO POT DES- VIAR-SE A LA DRETA SENSE PERILL PER ALS VEHICLES AVANÇATS,200,200,200,L,N,0,,6000
RGC,84,1,,5,"EFECTUAR UN AVANÇAMENT AMB PERILL PER ALS QUE CIRCULEN EN SENTIT CONTRARI, OBLIGANT-LOS A MANIOBRAR BRUSCAMENT ",200,200,200,L,N,4,,10012
RGC,84,1,,6,"INICIAR UN AVANÇAMENT SENSE QUE EXISTEIXI ESPAI LLIURE SUFICIENT EN EL CARRIL QUE S'UTILITZA PER A LA MANIOBRA, AMB PERILL PELS QUE CIRCULEN EN SENTIT CONTRARI",200,200,200,L,N,4,,13688
RGC,84,1,,7,"INICIAR UN AVANÇAMENT SENSE QUE EXISTEIXI ESPAI LLIURE SUFICIENT EN EL CARRIL QUE S'UTILITZA PER A LA MANIOBRA, DESTORBANT ELS QUE CIRCULEN EN SENTIT CONTRARI",200,200,200,L,N,4,,13689
RGC,84,2,,1,EFECTUAR UN AVANÇAMENT QUAN EL CONDUCTOR DEL VEHICLE QUE EL PRECEDEIX EN EL MATEIX CARRIL JA HA INDICAT EL SEU PROPÒSIT DE DESPLAÇAR-SE CAP EL MATEIX COSTAT,200,200,200,L,N,0,,6001
RGC,84,2,,2,"AVANÇAR UN VEHICLE QUE JA ESTAVA AVANTÇANT-NE UN ALTRE, DE MANERA QUE S'ENVAEIX LA PART DE LA CALÇADA RESERVADA A LA CIRCULACIÓ EN SENTIT CONTRARI",200,200,200,L,N,0,,6002
RGC,84,3,,1,AVANÇAR QUAN UN ALTRE CONDUCTOR QUE EL SEGUEIX HA INICIAT LA MANIOBRA D'AVANÇAR AL SEU VEHICLE ,200,200,200,L,N,0,,6003
RGC,84,3,,3,"AVANÇAR SENSE DISPOSAR DE PROU ESPAI PER OCUPAR DE NOU EL MATEIX CARRIL EN ACABAR L'AVANÇAMENT, OBLIGANT A L'AVANÇAT A MANIOBRAR BRUSCAMENT",200,200,200,L,N,0,,13690
RGC,85,1,,1,AVANÇAR SENSE PORTAR DURANT L'EXECUCIÓ DE LA MANIOBRA UNA VELOCITAT NOTÒRIAMENT SUPERIOR A LA DEL VEHICLE AVANÇAT ,200,200,200,L,N,0,,6005
RGC,85,1,,2,AVANÇAR SENSE DEIXAR ENTRE TOTS DOS VEHICLES PROU SEPARACIÓ LATERAL PER FER LA MANIOBRA AMB SEGURETAT ,200,200,200,L,N,0,,6006
RGC,85,2,,1,NO TORNAR AL MATEIX CARRIL SI UNA VEGADA INICIAT L'AVANÇAMENT S'ADONA QUE NO EL POT FER AMB SEGURETAT ,200,200,200,L,N,0,,6007
RGC,85,2,,2,DESISTIR DE L'AVANÇAMENT I TORNAR DE NOU AL SEU CARRIL SENSE ADVERTIR-HO ALS QUE EL SEGUEIXEN AMB ELS SENYALS PRECEPTIUS,200,200,200,L,N,0,,13691
RGC,85,3,,1,"AVANÇAR SENSE OCUPAR DE NOU COM MÉS AVIAT MILLOR I DE FORMA GRADUAL EL SEU CARRIL, DE MANERA QUE S'OBLIGA ELS ALTRES USU ARIS A MODIFICAR LA SEVA TRAJECTÒRIA O VELOCITAT",200,200,200,L,N,0,,6008
RGC,85,3,,2,AVANÇAR I OCUPAR DE NOU EL MATEIX CARRIL SENSE ADVERTIR-HO MITJANÇANT ELS SENYALS PRECEPTIUS ,200,200,200,L,N,0,,6009
RGC,85,4,,4,AVANÇAR POSANT EN PERILL O ENTORPINT A CICLISTES QUE CIRCULEN EN SENTIT CONTRARI ,200,200,200,L,N,6,,21599
RGC,86,1,,1,"NO SITUAR-SE TAN A PROP COM PUGUI DE LA VORA DRETA DE LA CALÇADA, EL CONDUCTOR D'UN VEHICLE, EN ADONAR-SE QUE EL VEHICLE QUE EL SEGUEIX TÉ EL PROPÒSIT D'AVANÇAR",200,200,200,L,N,0,,6018
RGC,86,2,,3,"NO DISMINUIR LA VELOCITAT, EL CONDUCTOR DEL VEHICLE QUE ESTÀ A PUNT DE SER AVANÇAT, UNA VEGADA INICIADA LA MANIOBRA D'AVANÇAMENT, EN PRODUIR-SE UNA SITUACIÓ DE PERILL",200,200,200,L,N,0,,6021
RGC,86,2,,4,NO FACILITAR AL VEHICLE QUE AVANÇA LA TORNADA AL SEU CARRIL QUAN DONI MOSTRES INEQUÍVOQUES DE DESISTIR DE LA MANIOBRA ,200,200,200,L,N,0,,6022
RGC,86,2,,5,AUGMENTAR LA VELOCITAT EL VEHICLE QUE SERÀ AVANÇAT  ,200,200,200,L,N,0,,13051
RGC,86,2,,6,"EFECTUAR MANIOBRES QUE IMPEDEIXEN O DIFICULTEN L'AVANÇAMENT, EL VEHICLE QUE SERÀ AVANÇAT ",200,200,200,L,N,0,,13052
RGC,86,3,,1,"NO DISMINUIR LA VELOCITAT NI APARTAR-SE CAP AL VORAL, SI ÉS PRACTICABLE, EL CONDUCTOR D'UN VEHICLE REGLAMENTÀRIAMENT OBLIGAT A FER-HO, PER FACILITAR L'AVANÇAMENT SENSE PERILL.",200,200,200,L,N,0,,5939
RGC,87,1,A,4,"AVANÇAR EN UN REVOLT DE VISIBILITAT REDUÏDA, ENVAINT LA ZONA RESERVADA AL SENTIT CONTRARI ",200,200,200,L,N,4,,14214
RGC,87,1,A,5,"AVANÇAR EN UN CANVI DE RASANT DE VISIBILITAT REDUÏDA, ENVAINT LA ZONA RESERVADA AL SENTIT CONTRARI ",200,200,200,L,N,4,,14215
RGC,87,1,A,6,"AVANÇAR EN UN LLOC O CIRCUMSTÀNCIA EN QUÈ LA VISIBILITAT DISPONIBLE NO ÉS SUFICIENT, ENVAINT LA ZONA RESERVADA AL SENTIT CONTRARI",200,200,200,L,N,4,,14216
RGC,87,1,A,7,AVANÇAR DARRERE D'UN VEHICLE QUE REALITZA LA MATEIXA MA NIOBRA QUAN LES DIMENSIONS DEL VEHICLE QUE L'EFECTUA EN PRI MER LLOC IMPEDEIXEN LA VISIBILITAT DE LA PART DEL DAVANT.,200,200,200,L,N,0,,14217
RGC,87,1,B,3,AVANÇAR EN UN PAS A NIVELL O EN LES SEVES PROXIMITATS.  ,200,200,200,L,N,0,,6011
RGC,87,1,B,4,AVANÇAR EN UN PAS DE VIANANTS SENYALITZAT COM A TAL A UN VEHICLE DE MÉS DE DUES RODES ,200,200,200,L,N,0,,14218
RGC,87,1,B,5,AVANÇAR EN UNA INTERSECCIÓ AMB VIA PER A CICLISTES.  ,200,200,200,L,N,0,,14219
RGC,87,1,C,2,AVANÇAR EN UNA INTERSECCIÓ O EN LES SEVES PROXIMITATS  ,200,200,200,L,N,0,,14220
RGC,87,1,D,4,AVANÇAR EN UN TÚNEL DE VIA AFECTAT PEL SENYAL DE TÚNEL EN QUÈ UNICAMENT ES DISPOSA D'UN CARRIL PEL SENTIT DE CIRCULACIÓ DEL VEHICLE QUE ES PRETÉN AVANÇAR,200,200,200,L,N,4,,14221
RGC,87,1,D,5,AVANÇAR EN UN TRAM DE VIA AFECTAT PEL SENYAL DE TÚNEL EN QUÈ UNICAMENT ES DISPOSA D'UN CARRIL PEL SENTIT DE CIRCULACIÓ DEL VEHICLE QUE ES PRETÉN AVANÇAR,200,200,200,L,N,4,,14222
RGC,87,1,D,6,AVANÇAR EN UN PAS INFERIOR EN EL QUÈ ÚNICAMENT ES DISPOSA D'UN CARRIL PEL SENTIT DE CIRCULACIÓ DEL VEHICLE QUE PRETÉN AVANÇAR,200,200,200,L,N,4,,14223
RGC,88,1,,1,SUPERAR UN VEHICLE IMMOBILITZAT PER CAUSES ALIENES AL TRÀN SIT DE MANERA QUE S'OCUPA EL CARRIL ESQUERRE DE LA CALÇADA EN UN TRAM ON ESTÀ PROHIBIT AVANÇAR I S'OCASIONA PERILL,200,200,200,L,N,0,,6023
RGC,88,1,,2,SUPERAR UN VEHICLE IMMOBILITZAT PER NECESSITATS DEL TRÀN SIT DE MANERA QUE S'OCUPA EL CARRIL ESQUERRE DE LA CALÇADA EN UN TRAM ON ESTÀ PROHIBIT AVANÇAR,200,200,200,L,N,0,,6024
RGC,88,1,,3,"AVANÇAR AL CONDUCTOR D'UNA UNA BICICLETA,  DE MANERA QUE S'OCUPA EL CARRIL ESQUERRE DE LA CALÇADA EN UN TRAM ON ES TÀ PROHIBIT AVANÇAR, POSANT-LO EN PERILL",200,200,200,L,N,0,,6025
RGC,88,1,,5,"AVANÇAR A UN VIANANT, ANIMAL O VEHICLE DE TRACCIÓ ANIMAL DE MANERA QUE S'OCUPA EL CARRIL ESQUERRE DE LA CALÇADA EN UN TRAM ON ESTÀ PROHIBIT AVANÇAR POSANT-LO EN PERILL.",200,200,200,L,N,0,,6027
RGC,88,1,,6,"AVANÇAR AL CONDUCTOR D'UN CICLE, DE MANERA QUE S'OCUPA EL CARRIL ESQUERRE DE LA CALÇADA EN UN TRAM ON ESTÀ PROHIBIT AVANÇAR, POSANT-LO EN PERILL",200,200,200,L,N,0,,7366
RGC,88,1,,7,"AVANÇAR AL CONDUCTOR D'UN CICLOMOTOR, DE MANERA QUE S'OCUPA EL CARRIL ESQUERRE DE LA CALÇADA EN UN TRAM ON ESTÀ PROHIBIT AVANÇAR, POSANT-LO EN PERILL",200,200,200,L,N,0,,7367
RGC,89,1,,1,SUPERAR UN OBSTACLE DE MANERA QUE S'OCUPA EL CARRIL DE SENTIT CONTRARI DE LA MARXA I ES CAUSA PERILL ,200,200,200,L,N,0,,8488
RGC,90,2,,1,PARAR EL VEHICLE AL COSTAT ESQUERRE DE LA CALÇADA EN RELA CIÓ AMB EL SENTIT DE LA SEVA MARXA EN VIA URBANA DE DOBLE SENTIT,6,100,90,L,N,0,2,9906
RGC,90,2,,2,ESTACIONAR EL VEHICLE AL COSTAT ESQUERRE DE LA CALÇADA EN RELACIÓ AMB EL SENTIT DE LA SEVA MARXA EN VIA URBANA DE DOBLE SENTIT,6,100,90,L,N,0,2,9907
RGC,90,2,,3,ESTACIONAR EL VEHICLE SEPARAT DEL MARGE DRET DE LA CALÇADA EN UNA VIA URBANA DE DOBLE SENTIT ,6,100,90,L,N,0,2,16858
RGC,91,1,,5,PARAR UN VEHICLE DE MANERA QUE CONSTITUEIX UN RISC PER ALTRES USUARIS. ,200,200,200,L,N,0,2,12116
RGC,91,1,,6,ESTACIONAR UN VEHICLE DE MANERA QUE CONSTITUEIX UN RISC PER ALS ALTRES USUARIS. ,200,200,200,L,N,0,2,12117
RGC,91,1,,7,PARAR EL VEHICLE OBSTACULITZANT LA CIRCULACIÓ O CREANT PERILL PER A D'ALTRES USUARIS ,200,200,200,L,N,0,2,14766
RGC,91,1,,8,ESTACIONAR EL VEHICLE OBSTACULITZANT LA CIRCULACIÓ O CREANT PERILL PER A D'ALTRES USUARIS ,200,200,200,L,N,0,2,14767
RGC,91,1,,9,PARAR EL VEHICLE OBSTACULITZANT LA CIRCULACIÓ  ,6,100,90,L,N,0,2,17157
RGC,91,1,,10,ESTACIONAR EL VEHICLE OBSTACULITZANT LA CIRCULACIÓ  ,6,100,90,L,N,0,2,19383
RGC,91,2,,1,ESTACIONAR EL VEHICLE DE FORMA QUE NO PERMETI EL PAS D'ALTRES VEHICLES ,200,200,200,L,N,0,2,24531
RGC,91,2,,2,PARAR UN VEHICLE DE MANERA QUE IMPEDEIXI INCORPORAR-SE A LA CIRCULACIÓ A UN ALTRE VEHICLE PARAT O ESTACIONAT DE GUDAMENT A LA VIA URBANA,200,200,200,L,N,0,2,24532
RGC,91,2,,3,"PARAR UN VEHICLE DE MANERA QUE IMPEDEIXI LA SORTIDA O L'ACCÉS A UN IMMOBLE DE PERSONES O ANIMALS, O DE VEHICLES EN UN GUAL SENYALITZAT CORRECTAMENT",200,200,200,L,N,0,2,24533
RGC,91,2,,4,"ESTACIONAR UN VEHICLE DE MANERA QUE IMPEDEIXI LA SORTIDA O L'ACCÉS A UN IMMOBLE DE PERSONES O ANIMALS, O DE VEHICLES EN UN GUAL SENYALITZAT CORRECTAMENT",200,200,200,L,N,0,2,24534
RGC,91,2,,5,PARAR UN VEHICLE DE MANERA QUE S'OBSTACULITZI LA NORMAL UTILITZACIÓ DE LES VORERES REBAIXADES PER A PERSONES AMB DISCAPACITAT,200,200,200,L,N,0,2,24535
RGC,91,2,,6,ESTACIONAR UN VEHICLE DE MANERA QUE S'OBSTACULITZI LA NOR MAL UTILITZACIÓ DE LES VORERES REBAIXADES PER A PERSONES AMB DISCAPACITAT,200,200,200,L,N,0,2,24536
RGC,91,2,,7,"PARAR EL VEHICLE A LES MEDIANES, SEPARACIONS, ILLETES O ALTRES ELEMENTS DE CANALITZACIÓ DEL TRÀNSIT ",200,200,200,L,N,0,2,24537
RGC,91,2,,8,ESTACIONAR EL VEHICLE EN UNA ZONA RESERVADA A CÀRREGA I DESCÀRREGA DURANT LES HORES D'UTILITZACIÓ ,200,200,200,L,N,0,2,24538
RGC,91,2,,9,ESTACIONAR UN VEHICLE EN DOBLE FILA SENSE CONDUCTOR  ,200,200,200,L,N,0,2,24539
RGC,91,2,,10,"ESTACIONAR EL VEHICLE EN UNA PARADA DE TRANSPORT PÚBLIC, SENYALITZADA I DELIMITADA ",200,200,200,L,N,0,2,24540
RGC,91,2,,11,ESTACIONAR EL VEHICLE AL MIG DE LA CALÇADA  ,200,200,200,L,N,0,2,24551
RGC,91,2,,12,"ESTACIONAR EL VEHICLE CONSTITUINT UN PERILL O OBSTACULITZANT GREUMENT EL TRÀNSIT DE VIANANTS, VEHICLES O ANIMALS ",200,200,200,L,N,0,2,24561
RGC,91,2,,13,"ESTACIONAR EL VEHICLE A LES MEDIANES, SEPARACIONS, ILLETES O ALTRES ELEMENTS DE CANALITZACIÓ DEL TRÀNSIT ",200,200,200,L,N,0,2,24621
RGC,91,2,,14,ESTACIONAR UN VEHICLE DE MANERA QUE IMPEDEIXI INCORPORAR-SE A LA CIRCULACIÓ A UN ALTRE VEHICLE PARAT O ESTACIONAT DEGUDAMENT A LA VIA URBANA,200,200,200,L,N,0,2,24641
RGC,91,2,,15,ESTACIONAR EL VEHICLE EN ESPAIS RESERVATS EXPRESSAMENT A SERVEIS D'URGÈNCIA I SEGURETAT ,200,200,200,L,N,0,2,24651
RGC,91,2,,16,"ESTACIONAR EL VEHICLE EN ESPAIS PROHIBITS EN VIA PÚBLICA QUALIFICADA D'ATENCIÓ PREFERENT, ESPECÍFICAMENT SENYALITZATS ",200,200,200,L,N,0,2,24661
RGC,91,2,,17,PARAR EN UN LLOC ON LA DISTÀNCIA ENTRE EL VEHICLE I LA VORA OPOSADA DE LA CALÇADA O UNA MARCA LONGITUDINAL SOBRE ELLA QUE INDIQUI PROHIBICIÓ DE TRAVESSAR-LA SIGUI INFERIOR A 3M,200,200,200,L,N,0,2,24671
RGC,91,2,,18,ESTACIONAR EN LLOC ON LA DISTÀNCIA ENTRE EL VEHICLE I LA VOR A OPOSADA DE LA CALÇADA O UNA MARCA LONGITUDINAL SOBRE ELLA QUE INDIQUI PROHIBICIÓ DE TRAVESSAR-LA SIGUI INFERIOR A 3M,200,200,200,L,N,0,2,24672
RGC,91,2,,19,PARAR EL VEHICLE DE FORMA QUE NO PERMETI EL PAS D'ALTRES VEHICLES ,200,200,200,L,N,0,2,24673
RGC,91,2,,20,PARAR UN VEHICLE DE MANERA QUE S'IMPEDEIXI EL GIR AUTORITZAT PEL SENYAL CORRESPONENT ,200,200,200,L,N,0,2,24674
RGC,91,2,,21,ESTACIONAR UN VEHICLE DE MANERA QUE S'IMPEDEIXI EL GIR AUTORITZAT PEL SENYAL CORRESPONENT ,200,200,200,L,N,0,2,24675
RGC,91,2,,22,"PARAR EL VEHICLE SOBRE LA VORERA OBSTACULITZANT GREUMENT EL PAS DELS VIANANTS PER LA MATEIXA, OBLIGANT-LOS A TRANSITAR PER LA CALÇADA AMB RISC PER A LA SEVA INTEGRITAT",200,200,200,L,N,0,2,24676
RGC,91,2,,23,"ESTACIONAR EL VEHICLE SOBRE LA VORERA OBSTACULITZANT GREUMENT EL PAS DELS VIANANTS PER LA MATEIXA, OBLIGANT-LOS A TRANSITAR PER LA CALÇADA AMB RISC PER A LA SEVA INTEGRITAT",200,200,200,L,N,0,2,24677
RGC,91,2,,24,"PARAR EL VEHICLE CONSTITUINT UN PERILL O OBSTACULITZANT GREUMENT EL TRÀNSIT DE VIANANTS, VEHICLES O ANIMALS ",200,200,200,L,N,0,2,24678
RGC,92,1,,1,PARAR EL VEHICLE SENSE SITUAR-LO PARAL.LELAMENT A LA VORA DE LA CALÇADA. ,6,100,90,L,N,0,2,6034
RGC,92,1,,2,ESTACIONAR EL VEHICLE SENSE SITUAR-LO PARAL.LELAMENT A LA VORA DE LA CALÇADA. ,6,100,90,L,N,0,2,6035
RGC,92,2,,1,PARAR EL VEHICLE DE MANERA QUE NO PERMET LA MILLOR UTI LITZACIÓ DE L'ESPAI DISPONIBLE QUE QUEDA. ,6,100,90,L,N,0,2,6036
RGC,92,2,,2,ESTACIONAR EL VEHICLE DE MANERA QUE NO PERMET LA MILLOR UTILITZACIÓ DE L'ESPAI DISPONIBLE QUE QUEDA. ,6,100,90,L,N,0,2,6037
RGC,92,3,,1,"ABANDONAR EL SEU LLOC, EL CONDUCTOR D'UN VEHICLE, SENSE ADOPTAR LES MESURES REGLAMENTÀRIES PER EVITAR QUE EL VE HICLE ES POSI EN MOVIMENT.",6,100,90,L,N,0,2,6038
RGC,94,1,A,8,PARAR EN UN REVOLT DE VISIBILITAT REDUÏDA  ,200,200,200,L,N,0,2,13055
RGC,94,1,A,9,PARAR EN UN TÚNEL  ,200,200,200,L,N,0,2,13060
RGC,94,1,A,11,PARAR EL VEHICLE EN UN PAS INFERIOR  ,200,200,200,L,N,0,2,13067
RGC,94,1,A,12,"PARAR EN UN CANVI DE RASANT DE VISIBILITAT REDUÏDA, O EN LES SEVES PROXIMITATS ",200,200,200,C,N,0,2,13080
RGC,94,1,B,5,PARAR EL VEHICLE EN PAS DE VIANANTS  ,200,200,200,L,N,0,2,13068
RGC,94,1,B,6,PARAR EL VEHICLE EN PAS RESERVAT A CICLISTES  ,200,200,200,L,N,0,2,14231
RGC,94,1,C,5,PARAR EN UN CARRIL O PART DE LA VIA RESERVADA EXCLUSIVAMENT PER A LA CIRCULACIÓ DE DETERMINATS USUARIS ,6,100,90,L,N,0,2,19172
RGC,94,1,C,6,PARAR EN UN CARRIL O PART DE LA VIA RESERVADA EXCLUSIVAMENT PER AL SERVEI DE DETERMINATS USUARIS ,6,100,90,L,N,0,2,19173
RGC,94,1,D,1,PARAR EL VEHICLE EN CRUÏLLA O EN LES SEVES PROXIMITATS DIFICULTANT EL GIR A ALTRES VEHICLES ,200,200,200,L,N,0,2,5553
RGC,94,1,D,3,"PARAR EL VEHICLE EN LA CRUÏLLA INDICADA, GENERANT PERILL PER MANCA DE VISIBILITAT ",200,200,200,L,N,0,2,13065
RGC,94,1,F,5,PARAR EL VEHICLE OBLIGANT ALS ALTRES USUARIS A FER MANIOBRES  ,200,200,200,L,N,0,2,5552
RGC,94,1,F,6,PARAR EL VEHICLE EN LLOC ON S'IMPEDEIX LA VISIBILITAT DE LA SENYALITZACIÓ ALS USUARIS A QUI ELS AFECTA ,200,200,200,L,N,0,2,5554
RGC,94,1,H,5,PARAR EL VEHICLE EN CARRIL DESTINAT A L'ÚS EXCLUSIU DEL TRANSPORT PÚBLIC URBÀ ,200,200,200,L,N,0,2,13077
RGC,94,1,H,6,PARAR EL VEHICLE EN CARRIL RESERVAT PER A LES BICICLETES ,200,200,200,L,N,0,2,14232
RGC,94,1,I,1,PARAR EL VEHICLE EN ZONA DESTINADA PER A L'ESTACIONAMENT D'ÚS EXCLUSIU DEL TRANSPORT PÚBLIC URBÀ ,200,200,200,L,N,0,2,5555
RGC,94,1,I,2,PARAR EL VEHICLE EN ZONA DESTINADA PER A LA PARADA D'ÚS EXCLUSIU DEL TRANSPORT PÚBLIC URBÀ ,200,200,200,L,N,0,2,7090
RGC,94,1,J,2,PARAR EL VEHICLE EN UNA ZONA SENYALITZADA PER A L'ÚS EXCLUSIU DE PERSONES AMB DISCAPACITAT ,200,200,200,L,N,0,2,14233
RGC,94,2,,2,"ESTACIONAR EL VEHICLE EN LA CRUÏLLA INDICADA, GENERANT PE RILL PER MANCA DE VISIBILITAT ",200,200,200,L,N,0,2,13069
RGC,94,2,A,1,ESTACIONAR EL VEHICLE OBLIGANT ALS ALTRES USUARIS A FER MANIOBRES ,200,200,200,L,N,0,2,5547
RGC,94,2,A,2,ESTACIONAR EL VEHICLE EN ZONA DESTINADA A PARADA D'ÚS EXCLUSIU DEL TRANSPORT PÚBLIC URBÁ ,200,200,200,L,N,0,2,7005
RGC,94,2,A,3,"ESTACIONAR EL VEHICLE EN CRUÏLLA O EN LES SEVES PROXIMITATS, DIFICULTANT EL GIR A  ALTRES VEHICLES ",200,200,200,L,N,0,2,5548
RGC,94,2,A,7,ESTACIONAR EL VEHICLE EN ZONA DESTINADA PER A ESTACIONA MENT D'ÚS EXCLUSIU DEL TRANSPORT PÚBLIC URBÀ ,200,200,200,L,N,0,2,5550
RGC,94,2,A,20,ESTACIONAR EL VEHICLE EN LLOC ON S'IMPEDEIX LA VISIBILITAT DE LA SENYALITZACIÓ ALS USUARIS A QUI ELS AFECTA ,200,200,200,L,N,0,2,13070
RGC,94,2,A,21,ESTACIONAR EL VEHICLE EN PAS DE VIANANTS  ,200,200,200,L,N,0,2,13071
RGC,94,2,A,23,ESTACIONAR EL VEHICLE EN UN PAS INFERIOR  ,200,200,200,C,N,0,2,13073
RGC,94,2,A,24,ESTACIONAR EL VEHICLE EN CARRIL DESTINAT A L'ÚS EXCLUSIU DEL TRANSPORT PÚBLIC URBÀ ,200,200,200,L,N,0,2,13074
RGC,94,2,A,25,ESTACIONAR EN UN TÚNEL  ,200,200,200,L,N,0,2,13075
RGC,94,2,A,27,ESTACIONAR EN UN REVOLT DE VISIBILITAT REDUÏDA  ,200,200,200,L,N,0,2,13078
RGC,94,2,A,28,"ESTACIONAR EN UN CANVI DE RASANT DE VISIBILITAT REDUÏDA, O EN LES SEVES PROXIMITATS ",200,200,200,L,N,0,2,13079
RGC,94,2,A,29,ESTACIONAR EL VEHICLE EN ZONA SENYALITZADA PER A L'ÚS EXCLUSIU DE PERSONES AMB DISCAPACITAT ,200,200,200,L,N,0,2,14234
RGC,94,2,A,30,ESTACIONAR EL VEHICLE EN PAS DE CICLISTES  ,200,200,200,L,N,0,2,14235
RGC,94,2,A,31,ESTACIONAR EL VEHICLE EN CARRIL RESERVAT PER A LES BICICLETES ,200,200,200,L,N,0,2,14236
RGC,94,2,A,32,ESTACIONAR EL VEHICLE EN CARRIL O PART DE LA VIA RESER VADA EXCLUSIVAMENT PER AL SERVEI DE DETERMINATS USUARIS,200,200,200,L,N,0,2,14765
RGC,94,2,A,34,ESTACIONAR EN UN CARRIL O PART DE LA VIA RESERVAT EXCLUSIVAMENT PER A LA CIRCULACIÓ DE DETERMINATS USUARIS,6,100,90,L,N,0,2,15693
RGC,94,2,A,35,ESTACIONAR EL VEHICLE EN CARRIL O PART DE LA VIA RESER VADA EXCLUSIVAMENT PER AL SERVEI DE DETERMINATS USUARIS,6,100,90,L,N,0,2,17923
RGC,94,2,A,36,ESTACIONAR EN UN CARRIL O PART DE LA VIA RESERVAT EXCLUSIVAMENT PER A LA CIRCULACIÓ DE DETERMINATS USUARIS,200,200,200,L,N,0,2,17924
RGC,94,2,B,1,"ESTACIONAR EN EL LLOC HABILITAT PER L'AUTORITAT MUNICIPAL COM D'ESTACIONAMENT AMB LIMITACIÓ HORÀRIA, SENSE COL.LOCAR EL DISTINTIU QUE L'AUTORITZA",6,100,90,L,N,0,2,5607
RGC,94,2,B,2,"ESTACIONAR EN EL LLOC HABILITAT COM D'ESTACIONAMENT AMB LIMITACIÓ HORÀRIA, EXCEDINT EL TEMPS MÁXIM PERMÈS PER L'ORDENANÇA MUNICIPAL",6,100,90,L,N,0,2,5608
RGC,94,2,C,1,ESTACIONAR EL VEHICLE EN ZONA SENYALITZADA PER A CÀRREGA I DESCÀRREGA ,6,100,90,L,N,0,2,5562
RGC,94,2,E,4,ESTACIONAR EL VEHICLE RESSENYAT EN UN PASSEIG O RESTA DE ZONES DESTINADES AL PAS DE VIANANTS ,200,200,200,L,N,0,2,14237
RGC,94,2,E,5,ESTACIONAR SOBRE LA VORERA  ,6,100,90,L,N,0,2,14238
RGC,94,2,E,6,"ESTACIONAR SOBRE LA VORERA CREANT PERILL, OBSTACULITZANT GREUMENT LA CIRCULACIÓ, O CONSTITUINT UN RISC PER ALS VIANANTS",200,200,200,L,N,0,2,14239
RGC,94,2,F,2,ESTACIONAR DAVANT D'UN GUAL SENYALITZAT CORRECTAMENT  ,200,200,200,L,N,0,2,14759
RGC,94,2,F,3,ESTACIONAR DAVANT D'UN GUAL SENYALITZAT CORRECTAMENT SENSE OBSTACULITZAR O IMPEDIR L'ACCÉS A UN IMMOBLE ,6,100,90,C,N,0,2,22197
RGC,94,2,G,2,ESTACIONAR EL VEHICLE EN DOBLE FILA  ,200,200,200,L,N,0,2,14240
RGC,96,3,,1,ENTRAR EN UN TÚNEL O EN UN PAS INFERIOR QUAN ELS SEMÀFORS INPEDEIXEN EL PAS. ,6,100,90,L,N,0,,6044
RGC,97,1,,1,"NO ADOPTAR, EL CONDUCTOR D'UN VEHICLE DETINGUT EN UN PAS A NIVELL PER RAONS DE FORÇA MAJOR, LES MESURES ADEQUADES PER DESATLLOJAR-NE RAPIDAMENT ELS OCUPANTS.",6,100,90,L,N,0,,6045
RGC,97,1,,2,"NO ADOPTAR, EL CONDUCTOR D'UN VEHICLE, QUAN ES PRODUEIX LA CAIGUDA DE CÀRREGA DINTRE D'UN PAS A NIVELL, LES MESURES PER DEIXAR EL PAS LLIURE EN EL MÍNIM DE TEMPS POSSIBLE.",6,100,90,L,N,0,,6046
RGC,97,1,,3,NO ADOPTAR IMMEDIATAMENT EL CONDUCTOR D'UN VEHICLE TOTES LES MESURES AL SEU ABAST PER ADVERTIR A LA RESTA D'USUARIS QUE S'APROXIMEN L'EXISTÈNCIA DEL VEHICLE DETINGUT EN EL PAS,6,100,90,L,N,0,,6047
RGC,97,1,,4,NO ADOPTAR IMMEDIATAMENT EL CONDUCTOR D'UN VEHICLE TOTES LES MESURES AL SEU ABAST PER ADVERTIR A LA RESTA D'USUARIS QUE S'APROXIMEN L'EXISTÈNCIA DE CAIGUDA DE CÀRREGA EN PAS,6,100,90,L,N,0,,6048
RGC,97,2,,1,"NO ADOPTAR, EL CONDUCTOR D'UN VEHICLE DETINGUT EN UN PONT MÒBIL PER RAONS DE FORÇA MAJOR, LES MESURES ADEQUADES PER DESALLOTJAR-NE RÀPIDAMENT ALS OCUPANTS.",6,100,90,L,N,0,,6049
RGC,97,2,,2,"NO ADOPTAR, EL CONDUCTOR D'UN VEHICLE, QUAN ES PRODUEIX LA CAIGUDA DE CARRÈGA DINTRE D'UN PONT MÒBIL, LES MESURES ADE QUADES PER DEIXAR EL PAS LLIURE EN EL MÍNIM TEMPS POSSIBLE.",6,100,90,L,N,0,,6050
RGC,97,2,,3,NO ADOPTAR IMMEDIATAMENT EL CONDUCTOR D'UN VEHICLE TOTES LES MESURES AL SEU ABAST PER ADVERTIR A LA RESTA D'USUARIS QUE S'APROXIMEN L'EXISTÈNCIA D'UN VEHICLE DETINGUT AL PONT,6,100,90,L,N,0,,6051
